uniqueid,Q145FSD,Q145_E_FS,Q146_FS,Q133_A_dv,Q133_B_dv,Q133_C_dv,Q133_D_dv,Q133_E_dv,Q133_F_dv,Q133_G_dv,Q134_A_dv,Q134_B_dv,Q134_C_dv,Q134_D_dv,AQEND_DATE,month_dv,age_grp_dv,gender,CHI_ADU,AQINTRO4B_dv,AQINTRO4C_dv,AQ165A_dv,AQ165_dv,AQ166_dv,AQ167_dv,cma_dv,QINTRO3,QLANGUAGE_dv,education,income,weight_kg_5pct_dv,height_cm_5pct_dv,bmi_cole_dv,bmi_is_dv,proxy_dv,EXPWEIGHT_CMA2_dv,AQ145_B_FS_dv
4246,,,,2,2,2,2,1,2,2,2,2,2,2,20140611,6,6,2,3,,3,2,4,1,3,34,5,1,7,,1,2,1,1,3,3669,
4247,,,,2,2,2,2,2,2,2,2,2,2,2,20140614,6,10,2,3,,1,,1,1,1,34,5,1,2,2,1,1,1,2,3,1225,
4248,,,,2,2,2,2,2,2,2,2,2,2,2,20140614,6,10,1,3,,2,,2,1,2,28,5,1,7,4,4,3,2,3,3,1806,
4249,,,,2,2,2,2,2,2,2,2,2,2,2,20140507,5,1,2,1,2,2,,4,1,2,25,5,,,4,1,1,4,5,1,4770,
4250,,,,2,2,2,2,2,2,2,2,2,2,2,20140414,4,8,2,4,,,,2,1,1,34,5,,1,2,3,2,2,3,3,4586,
4251,,,,2,2,2,2,2,2,2,2,2,2,2,20140508,5,2,1,1,2,2,2,4,1,2,28,5,,,4,1,1,1,5,1,4452,
4252,,,,1,1,2,2,2,2,2,2,1,2,2,20140612,6,10,2,2,1,2,2,3,1,2,28,5,1,6,4,5,3,3,4,3,28577,
4253,,,,1,1,2,2,1,2,2,2,2,2,2,20140619,6,9,2,3,,2,,2,1,1,17,5,1,6,2,1,3,1,1,3,2951,
4254,,,,2,2,2,2,2,2,2,2,2,2,2,20140610,6,9,2,3,,1,,1,1,1,34,5,1,2,2,3,2,2,3,3,1225,
4255,,,,2,2,2,2,2,2,2,2,2,2,2,20140906,9,4,2,1,1,3,2,5,1,3,28,5,1,,3,1,2,1,5,,3735,
4256,,,,2,2,2,2,2,2,2,2,2,2,2,20140709,7,2,1,1,1,3,1,4,1,3,28,5,1,,,1,1,1,5,1,3339,
4257,,,,2,2,2,2,2,2,2,2,2,2,2,20140508,5,1,1,1,1,3,3,4,1,2,28,5,,,1,1,,,,1,4452,
4258,,,,1,2,2,2,1,2,2,2,2,2,2,20140503,5,8,2,3,,2,,2,1,2,17,5,,7,4,1,2,1,2,3,6745,
4259,,,,1,2,2,2,1,2,2,2,2,2,2,20140506,5,8,2,2,1,2,,3,1,3,25,5,,6,,,3,,,3,55341,
4260,,,,1,2,2,1,1,2,2,2,2,2,2,20140506,5,4,1,2,1,3,2,5,1,3,28,5,,,4,3,5,1,2,3,8620,
4261,,,,1,2,2,2,2,2,2,2,1,2,2,20140506,5,2,1,1,3,2,,5,1,1,34,5,,,,1,1,1,5,1,3815,
4262,,,,2,2,2,2,2,2,2,2,2,2,2,20140506,5,9,2,3,,2,2,2,1,1,34,5,,4,2,2,1,2,3,3,2450,
4263,,,,2,2,2,2,2,2,2,2,2,2,2,20140508,5,1,1,1,2,2,,4,1,0,34,5,,,1,1,,,,1,6104,
4264,,,,2,2,2,2,2,2,2,2,2,2,2,20140617,6,9,1,3,,2,,2,1,0,25,5,1,4,1,5,4,3,4,3,8269,
4265,,,,2,2,2,2,2,2,2,2,2,2,2,20140618,6,10,1,3,,2,,2,1,2,17,5,1,4,4,2,3,1,2,3,1966,
4266,,,,1,1,2,2,2,2,2,2,2,2,2,20140506,5,6,1,2,,2,,3,1,1,34,5,,6,3,4,5,1,2,3,39708,
4267,,,,1,1,2,1,1,2,2,2,2,2,2,20140506,5,8,1,3,,3,1,3,1,3,34,5,,2,4,5,5,2,3,3,7701,
4268,,,,1,2,2,2,2,2,1,2,1,2,2,20140616,6,3,1,1,5,2,,6,2,2,34,5,1,,3,,1,,,1,4062,
4269,,,,2,2,2,2,2,2,1,1,2,2,2,20140702,7,1,2,1,2,2,,4,1,2,11,5,1,,2,1,,,,1,3202,
4270,,,,2,2,2,2,2,2,2,2,2,2,2,20140709,7,1,2,1,1,3,,4,1,3,25,5,1,,4,1,,,,1,3578,
4271,,,,1,1,2,2,2,2,2,2,2,2,2,20140906,9,4,1,1,1,2,2,3,2,3,17,5,1,,,2,5,1,5,,959,
4272,,,,2,2,2,2,2,2,2,2,2,2,2,20140415,4,8,2,4,,,,2,1,1,34,5,,5,2,3,3,1,2,3,4586,
4273,,,,1,2,2,2,2,2,2,2,2,2,2,20140703,7,3,1,1,3,2,,5,1,3,12,5,1,,3,2,5,1,5,1,3744,
4274,,,,2,2,2,2,2,2,2,2,2,2,2,20140626,6,2,2,1,2,2,,4,1,3,28,5,1,,4,,1,,,1,3997,
4275,,,,1,1,1,2,1,2,2,2,2,2,2,20140625,6,8,1,3,,2,1,2,1,1,16,5,1,2,3,5,5,2,3,3,12470,
4276,,,,1,2,1,2,1,2,2,2,2,2,2,20140625,6,6,1,2,3,2,,5,1,0,34,5,1,5,2,3,5,1,2,3,148210,
4277,,,,1,2,2,2,2,1,2,2,2,2,1,20140624,6,7,2,2,1,3,1,4,1,2,9,5,1,4,3,3,2,2,3,3,67278,
4278,,,,1,2,2,2,2,2,2,2,2,2,2,20140613,6,9,2,3,,2,,2,1,1,17,5,1,7,4,2,3,1,2,3,2951,
4279,,,,1,1,2,1,1,2,2,2,2,2,2,20140506,5,10,1,3,,2,,2,1,1,25,5,,1,1,4,3,2,3,3,4134,
4280,,,,2,2,2,2,2,2,2,2,2,2,2,20140703,7,10,2,3,,1,1,1,1,0,12,5,1,1,1,2,1,2,3,3,3649,
4281,,,,2,2,2,2,2,2,2,2,2,2,2,20140612,6,10,2,3,,1,,1,1,,28,5,1,2,1,2,1,1,2,3,5605,
4282,,,,2,2,2,2,2,2,2,2,2,2,2,20140613,6,9,2,3,,1,,1,1,1,13,5,1,2,2,3,3,2,3,3,2820,
4283,,,,2,2,2,2,2,2,2,2,2,2,2,20140707,7,3,1,1,2,3,4,6,1,3,28,5,1,,4,1,1,2,5,1,6789,
4284,,,,2,2,2,2,2,2,2,2,2,2,2,20140528,5,3,1,2,4,2,,6,1,2,28,5,1,,4,2,1,2,5,1,20687,
4285,,,,2,2,2,2,2,2,2,2,2,2,2,20140708,7,4,2,2,1,3,1,4,1,3,12,5,1,,3,1,2,1,1,3,1787,
4286,,,,2,2,2,2,2,2,2,2,2,2,2,20140624,6,9,2,3,,2,,2,1,1,34,5,1,6,3,3,2,2,3,3,2450,
4287,,,,1,2,2,2,2,2,2,2,2,2,2,20140618,6,9,2,3,,1,,1,1,0,34,5,1,2,1,1,2,1,2,3,2450,
4288,,,,1,1,2,2,1,2,2,2,2,2,2,20140508,5,1,2,1,3,2,,5,1,2,12,5,,,2,1,1,4,5,1,3482,
4289,,,,1,2,2,2,1,2,1,2,1,2,2,20140611,6,10,2,3,,1,,1,1,0,32,5,1,4,1,3,1,2,3,3,4670,
4290,,,,1,1,2,2,1,2,2,2,2,2,2,20140620,6,8,2,3,,3,1,3,1,2,17,5,1,4,4,2,2,1,2,3,10118,
4291,,,,1,1,2,2,1,2,2,2,2,2,1,20140614,6,9,1,3,,1,,1,1,2,28,5,1,3,2,4,3,2,3,3,903,
4292,,,,1,1,2,2,1,2,2,2,2,2,2,20140623,6,9,2,3,,1,,1,1,0,13,5,1,1,1,4,2,3,4,3,5640,
4293,,,,1,2,2,2,1,2,2,2,2,2,2,20140507,5,3,1,1,4,2,2,6,1,3,32,5,,,4,1,1,1,5,1,9567,
4294,,,,1,2,2,2,2,2,2,2,2,2,2,20140508,5,2,2,1,2,2,,4,1,2,28,5,,,4,1,1,2,5,1,5329,
4295,,,,2,2,2,2,2,2,2,2,2,2,2,20140616,6,3,1,1,2,1,,3,1,3,34,5,1,,4,1,2,1,5,1,1523,
4296,,,,1,2,1,1,1,2,2,2,2,2,2,20140512,5,4,1,3,,3,,5,1,3,28,5,,,4,4,5,1,2,3,1691,
4297,,,,2,2,2,2,2,2,2,2,2,2,1,20140708,7,2,1,1,1,2,,3,1,2,25,5,1,,2,1,1,1,5,1,5292,
4298,,,,2,2,2,2,2,2,2,2,2,2,2,20140506,5,10,2,3,,1,,1,1,0,6,5,,1,1,5,1,3,4,3,2500,
4299,,,,2,2,2,2,2,2,2,2,1,2,2,20140415,4,1,2,4,,,,3,1,2,34,5,,,4,1,1,4,5,1,1701,
4300,,,,1,2,2,2,1,2,2,2,2,2,2,20140415,4,4,1,4,,,,5,2,3,34,5,,,4,5,4,3,4,3,1269,
4301,,,,2,2,2,2,2,2,2,2,2,2,2,20140709,7,4,1,3,,2,1,2,1,1,7,5,1,,4,5,5,2,3,3,7419,
4302,,,,2,2,2,2,2,2,2,2,2,2,2,20140707,7,4,2,1,2,2,,4,2,3,17,5,1,,4,2,3,1,5,,1402,
4303,,,,2,2,2,2,2,2,2,2,2,2,2,20140704,7,7,2,2,2,2,,4,1,3,28,5,1,7,4,1,2,1,2,3,64911,
4304,,,,1,1,1,2,1,2,2,2,2,2,1,20140506,5,9,2,3,,1,,1,1,1,17,5,,4,3,4,3,3,4,3,1475,
4305,,,,2,2,2,2,2,2,2,2,2,2,2,20140704,7,8,2,3,,1,,1,1,1,17,5,1,2,1,5,3,3,4,3,5059,
4306,,,,1,2,2,1,2,2,2,2,2,2,1,20140704,7,8,1,3,,3,2,4,1,3,17,5,1,4,4,5,3,3,4,3,6803,
4307,,,,2,2,2,2,2,2,2,2,2,2,2,20140506,5,9,1,3,,1,,1,1,1,28,5,,7,,2,4,1,2,3,1355,
4308,,,,2,2,2,2,2,2,2,2,2,2,2,20140623,6,8,1,3,,1,,1,1,1,28,5,1,7,,3,4,1,2,3,10894,
4309,,,,1,2,2,2,2,2,2,2,2,2,2,20140619,6,8,2,2,1,2,2,3,1,2,34,5,1,7,1,3,2,2,3,3,13239,
4310,,,,2,2,2,2,2,2,2,2,2,2,2,20140413,4,8,2,4,,,,6,1,3,17,5,,6,4,1,1,1,2,3,14165,
4311,,,,2,2,2,2,2,2,2,2,2,2,2,20140414,4,9,2,4,,,,1,1,1,13,5,,4,2,4,3,2,3,3,2820,
4312,,,,1,2,2,2,2,2,2,2,2,2,2,20140617,6,7,1,3,,2,,2,1,2,34,5,1,2,2,4,4,2,3,3,6845,
4313,,,,2,2,2,2,2,2,2,2,2,2,2,20140613,6,5,1,2,1,2,,3,1,2,13,5,1,7,,3,4,1,2,3,39853,
4314,,,,1,2,2,2,1,2,1,1,2,2,2,20140625,6,7,2,3,,2,1,2,1,2,28,5,1,4,3,4,1,3,4,3,8487,
4315,,,,2,2,2,2,2,2,2,2,2,2,2,20140709,7,4,1,1,1,3,2,5,1,3,28,5,1,,,4,5,1,5,,5658,
4316,,,,2,2,2,2,2,2,2,2,2,2,2,20140624,6,8,1,3,,2,2,2,1,1,34,5,1,2,1,5,4,3,4,3,10268,
4317,,,,1,1,2,2,2,2,2,2,2,2,2,20140425,4,2,1,4,,,,3,1,2,34,5,,,4,1,1,1,5,1,1526,
4318,,,,1,2,2,1,,2,2,2,1,2,2,20140506,5,9,2,3,,2,,2,1,2,28,5,,6,3,2,2,1,2,3,3737,
4319,,,,1,2,2,2,2,2,2,2,2,2,2,20140508,5,3,1,1,2,2,2,4,1,3,34,5,,,2,2,1,2,5,1,2031,
4320,,,,1,1,2,,1,2,2,2,2,2,2,20140618,6,10,2,3,,1,,1,1,1,28,5,1,1,4,2,2,1,2,3,2803,
4321,,,,1,2,2,2,1,,,2,2,2,2,20140507,5,4,2,2,1,3,1,4,1,3,16,5,,,4,2,4,1,2,3,3717,
4322,,,,2,2,2,2,2,2,2,2,2,2,2,20140623,6,8,2,3,,2,,2,1,2,34,5,1,4,3,5,2,3,4,3,3057,
4323,,,,2,2,2,2,2,2,2,2,2,2,2,20140507,5,4,1,1,4,2,,6,1,3,16,5,,,4,2,3,1,5,,9163,
4324,,,,2,2,2,2,2,2,2,2,2,2,2,20140506,5,2,1,1,1,2,2,3,1,2,34,5,,,4,1,,,,1,1526,
4325,,,,2,2,2,2,2,2,2,2,2,2,2,20140703,7,9,2,3,,2,,2,2,1,34,5,1,1,4,1,1,1,2,3,1634,
4326,,,,2,2,2,2,2,2,2,2,2,2,2,20140506,5,10,2,3,,2,,2,1,1,28,5,,4,2,2,2,1,2,3,5605,
4327,,,,2,2,2,2,2,2,2,2,2,2,2,20140505,5,5,2,3,,3,4,4,1,3,16,5,,6,,1,2,1,2,3,17578,
4328,,,,2,2,2,2,2,2,2,2,2,2,2,20140617,6,10,2,3,,2,,2,2,1,34,5,1,4,,2,1,1,2,3,1634,
4329,,,,2,2,2,2,2,2,2,2,2,2,2,20140709,7,4,1,3,,3,2,4,1,3,28,5,1,,4,3,3,1,2,3,1623,
4330,,,,2,2,2,2,2,2,2,2,2,2,2,20140509,5,9,2,3,,2,,2,1,0,34,5,,2,2,3,3,1,2,3,4901,
4331,,,,1,1,2,2,1,2,2,2,2,2,2,20140506,5,9,2,3,,2,,2,1,1,34,5,,7,2,5,2,3,4,3,2450,
4332,,,,1,2,2,2,1,2,1,2,1,2,2,20140415,4,2,1,4,,,,5,2,3,34,5,,,4,1,1,2,5,1,1272,
4333,,,,2,2,2,2,2,2,2,2,2,2,2,20140611,6,9,2,3,,2,,2,2,1,28,5,1,3,2,2,1,1,2,3,3737,
4334,,,,1,2,2,2,1,2,2,2,2,2,2,20140611,6,4,1,1,1,3,2,5,1,3,18,5,1,,4,2,4,1,5,,12236,
4335,,,,1,2,2,2,1,2,2,2,1,2,2,20140704,7,4,2,1,1,2,1,3,1,3,12,5,1,,3,2,4,1,5,,3252,
4336,,,,2,2,2,2,2,2,2,2,2,2,2,20140610,6,5,2,3,,2,,2,1,2,34,5,1,6,4,2,2,1,2,3,3057,
4337,,,,1,1,2,2,1,2,2,2,2,2,2,20140613,6,8,2,3,,2,2,2,2,2,12,5,1,7,,2,1,2,3,3,12082,
4338,,,,1,2,2,2,1,2,2,2,2,2,2,20140709,7,3,2,1,2,2,2,4,2,3,34,5,1,,4,2,3,1,5,1,2383,
4339,,,,2,2,1,2,1,2,2,2,2,2,2,20140626,6,3,1,1,1,2,,3,1,3,34,5,1,,4,1,2,1,5,1,1523,
4340,,,,2,2,2,2,2,2,2,2,2,2,2,20140614,6,9,1,3,,2,,2,1,0,34,5,1,2,1,4,4,2,3,3,8081,
4341,,,,1,2,2,2,2,2,1,1,2,2,2,20140706,7,1,2,1,2,2,,4,1,2,28,5,1,,4,1,1,1,5,1,5329,
4342,,,,2,2,2,2,2,2,2,2,2,2,2,20140611,6,2,2,1,3,2,,5,1,2,28,5,1,,1,1,1,1,5,1,6661,
4343,,,,2,2,2,2,2,2,2,2,2,2,2,20140709,7,2,1,1,2,3,,6,1,2,28,5,1,,2,1,1,2,5,1,6677,
4344,,,,2,2,2,2,2,2,2,2,2,2,2,20140520,5,4,1,2,1,3,2,5,1,3,7,5,1,,3,2,5,1,1,3,1424,
4345,,,,2,2,2,2,2,2,2,2,2,2,2,20140518,5,1,1,1,1,2,2,3,1,2,28,5,,,1,1,,,,1,3339,
4346,,,,1,2,2,2,1,2,2,2,2,2,2,20140609,6,4,2,3,,3,2,3,0,3,9,5,1,,3,3,4,1,2,3,1327,
4347,,,,2,2,2,2,2,2,2,2,2,2,2,20140628,6,1,2,1,1,2,,3,0,2,28,5,1,,1,1,1,1,5,1,5995,
4348,,,,1,2,2,2,2,2,2,2,2,2,2,20140624,6,8,1,3,,1,,1,0,1,28,5,1,1,1,4,5,2,3,3,21788,
4349,,,,1,2,2,1,2,2,2,2,2,2,2,20140615,6,8,1,3,,1,,1,0,1,28,5,1,4,2,4,5,1,2,3,21788,
4350,,,,1,2,2,1,2,2,2,2,2,2,2,20140515,5,2,2,1,2,2,2,4,1,2,28,5,1,,2,1,1,1,5,1,5329,
4351,,,,1,2,1,2,2,2,2,2,2,2,2,20140508,5,3,2,1,2,2,,4,1,1,34,5,,,2,1,1,1,5,1,7148,
4352,,,,1,2,2,2,1,2,2,2,2,2,1,20140417,4,8,1,4,,,,2,1,2,17,5,,1,4,5,4,2,3,3,5669,
4353,,,,1,2,2,2,2,2,2,2,2,2,2,20140417,4,3,1,4,,,,4,1,1,34,5,,,4,1,,,,1,4062,
4354,,,,1,2,2,2,2,2,1,2,2,2,2,20140424,4,4,2,4,,,,5,1,3,17,5,,,4,1,3,1,5,,1752,
4355,,,,1,1,2,1,1,2,1,2,1,2,2,20140622,6,3,1,1,2,2,2,4,1,3,34,5,1,,4,2,1,2,5,1,2031,
4356,,,,1,2,2,1,1,2,2,2,2,2,1,20140506,5,4,2,1,1,3,4,6,1,3,34,5,,,,1,3,1,5,,4289,
4357,,,,2,2,2,2,2,2,2,2,2,2,2,20140508,5,2,2,1,2,3,,5,1,3,28,5,,,2,1,1,1,5,1,4996,
4358,,,,2,2,2,2,2,2,2,2,2,2,2,20140508,5,2,1,1,2,2,,4,1,2,34,5,,,2,1,1,1,5,1,2035,
4359,,,,1,2,2,2,1,2,2,2,2,2,2,20140616,6,1,2,1,2,2,,4,,2,17,5,2,,4,1,1,1,5,1,3924,
4360,,,,2,2,2,2,2,2,2,2,2,2,2,20140626,6,2,1,1,2,2,2,4,1,2,28,5,1,,3,1,,,,1,4452,
4361,,,,2,2,2,2,2,2,2,2,2,2,2,20140422,4,2,1,4,,,,4,1,2,28,5,,,4,1,1,3,5,1,4452,
4362,,,,2,2,2,2,2,2,2,2,2,2,2,20140421,4,10,1,4,,,,2,1,1,28,5,,7,4,3,3,2,3,3,2709,
4363,,,,1,2,1,2,2,2,2,2,1,2,1,20140623,6,2,2,1,3,2,,5,2,1,34,5,1,,4,1,1,1,5,1,2614,
4364,,,,2,2,2,2,2,2,2,2,2,2,2,20140618,6,9,1,3,,2,,2,1,1,34,5,1,7,3,1,5,1,1,3,4041,
4365,,,,1,2,2,2,2,2,2,2,2,2,1,20140507,5,3,1,1,2,2,2,4,1,2,17,5,,,4,1,1,1,5,1,2557,
4366,,,,2,2,2,2,2,2,2,2,2,2,2,20140506,5,5,2,3,,2,,4,1,3,2,5,,4,2,2,4,1,2,3,6720,
4367,,,,2,2,2,2,2,2,2,2,2,2,2,20140626,6,3,2,1,1,2,,3,1,2,34,5,1,,,1,1,1,5,1,3574,
4368,,,,2,2,2,2,2,2,2,2,2,2,2,20140708,7,1,2,1,2,2,2,4,1,2,28,5,1,,4,1,1,2,5,1,5329,
4369,,,,2,2,2,2,2,2,2,2,2,2,2,20140508,5,4,2,3,,3,2,4,1,3,17,5,,,,2,3,1,2,3,1246,
4370,,,,2,2,2,2,2,2,2,2,2,2,2,20140422,4,4,1,4,,,,4,1,3,28,5,,,4,1,1,1,5,,4526,
4371,,,,1,1,2,,1,2,2,2,2,2,2,20140416,4,10,2,4,,,,1,1,1,28,5,,5,3,2,4,1,2,3,2803,
4372,,,,2,2,2,2,2,2,2,2,2,2,2,20140507,5,2,1,1,2,2,,4,1,2,16,5,,,,1,1,1,5,1,4921,
4373,,,,1,2,2,2,1,2,2,2,2,2,2,20140505,5,6,2,3,,2,,2,1,2,34,5,,4,2,3,2,2,3,3,3057,
4374,,,,1,2,2,1,2,2,2,2,2,2,2,20140423,4,10,1,4,,,,2,1,2,28,5,,7,4,4,4,2,3,3,1806,
4375,,,,1,1,2,2,2,2,2,2,2,2,2,20140419,4,2,1,4,,,,4,1,1,28,5,,,4,1,1,1,5,1,6677,
4376,,,,1,1,2,2,1,2,2,2,2,2,2,20140506,5,8,2,3,,2,,2,1,0,9,5,,2,,5,3,3,4,3,16493,
4377,,,,2,2,2,2,2,2,2,2,2,2,2,20140506,5,10,2,3,,1,,1,1,1,34,5,,2,2,4,3,2,3,3,1225,
4378,,,,2,2,2,2,2,2,2,2,2,2,2,20140507,5,1,2,1,1,3,,4,1,2,28,5,,,4,1,1,3,5,1,5329,
4379,,,,1,2,2,2,1,2,2,2,2,2,2,20140507,5,4,2,1,1,2,2,3,1,3,28,5,,,4,1,1,1,5,,2689,
4380,,,,1,1,2,2,1,2,2,2,1,2,1,20140506,5,9,2,3,,1,,1,1,0,17,5,,6,2,1,3,1,1,3,2951,
4381,,,,1,2,2,2,2,2,2,2,2,2,2,20140508,5,4,2,3,,3,3,3,1,3,34,5,,,4,4,4,2,3,3,1484,
4382,,,,1,2,2,1,1,2,2,2,2,2,2,20140509,5,8,2,3,,2,,2,1,1,28,5,,1,2,4,1,3,4,3,12731,
4383,,,,1,2,2,1,2,2,2,2,1,2,2,20140423,4,3,1,4,,,,3,1,3,34,5,,,4,1,1,2,5,1,1523,
4384,,,,2,2,2,2,2,2,2,2,2,2,2,20140611,6,9,2,3,,1,,1,1,0,34,5,1,2,1,2,1,1,2,3,2450,
4385,,,,2,2,2,2,2,2,2,2,2,2,2,20140505,5,6,1,3,,1,,1,1,0,17,5,,4,4,2,4,1,2,3,8503,
4386,,,,1,1,2,2,2,2,2,2,2,2,2,20140508,5,1,1,1,2,2,2,4,2,3,9,5,,,2,1,1,3,5,1,3749,
4387,,,,1,2,2,2,1,2,2,2,2,2,2,20140415,4,9,2,4,,,,3,1,3,9,5,,6,2,2,2,1,2,3,3858,
4388,,,,2,2,2,2,2,2,2,2,2,2,2,20140507,5,1,1,1,2,1,,4,1,0,34,5,,,4,1,1,4,5,1,6104,
4389,,,,1,2,2,2,1,2,2,2,2,2,2,20140515,5,4,1,3,,3,,4,1,3,28,5,1,,4,4,5,1,2,3,2029,
4390,,,,2,2,2,2,2,2,2,2,2,2,2,20140709,7,2,2,1,2,3,,5,2,3,28,5,1,,4,1,1,3,5,1,3997,
4391,,,,1,1,2,1,1,,,2,2,2,1,20140506,5,9,1,3,,2,,2,1,1,9,5,,3,2,4,5,2,3,3,5679,
4392,,,,2,2,2,2,2,2,2,2,2,2,2,20140506,5,4,1,1,2,3,3,5,2,2,9,5,,,4,,,,,,3671,
4393,,,,2,2,2,2,2,2,2,2,2,2,2,20140414,4,9,2,4,,,,3,1,3,12,5,,6,2,4,1,3,4,3,2737,
4394,,,,2,2,2,2,2,2,2,2,2,2,2,20140506,5,2,2,1,1,2,,4,1,3,28,5,,,4,1,1,1,5,1,2664,
4395,,,,1,2,2,2,1,2,2,2,1,2,2,20140423,4,4,1,4,,,,4,1,2,25,5,,,4,3,5,1,5,,10590,
4396,,,,1,1,1,2,1,2,2,2,2,2,2,20140507,5,4,2,1,2,2,2,4,1,3,7,5,,,,2,3,1,5,,1971,
4397,,,,2,2,2,2,2,2,2,2,2,2,2,20140508,5,1,2,1,3,3,,6,1,3,28,5,,,4,1,,,,1,5995,
4398,,,,2,2,2,2,2,2,2,2,2,2,2,20140506,5,9,2,3,,2,,2,1,1,32,5,,1,2,4,1,3,4,3,4670,
4399,,,,1,1,2,2,1,2,2,2,2,2,2,20140508,5,6,2,3,,2,,2,1,2,28,5,,7,,2,1,2,3,3,8487,
4400,,,,1,2,2,2,1,2,2,2,2,2,2,20140416,4,8,2,4,,,,2,1,1,28,5,,2,3,3,,,,3,12731,
4401,,,,1,1,2,1,1,2,2,2,2,2,2,20140507,5,4,2,4,,,,2,1,2,34,5,,,3,1,1,1,2,3,3057,
4402,,,,1,2,2,2,2,2,2,2,2,2,2,20140415,4,10,2,4,,,,1,1,0,34,5,,1,1,1,1,1,1,3,2450,
4403,,,,2,2,2,2,2,2,2,2,2,2,2,20140506,5,9,2,3,,2,,2,1,1,28,5,,4,3,2,2,1,2,3,5605,
4404,,,,2,2,2,2,2,2,2,2,2,2,2,20140527,5,4,2,1,3,2,,5,2,3,28,5,1,,4,2,4,1,5,,3735,
4405,,,,1,2,2,2,1,2,2,2,2,2,2,20140528,5,4,1,1,1,3,,5,1,2,34,5,1,,3,5,4,2,5,,3385,
4406,,,,2,2,2,2,2,2,2,2,2,2,2,20140507,5,2,2,1,2,2,,4,1,2,28,5,,,4,1,1,1,5,1,5329,
4407,,,,1,1,2,2,2,2,2,2,2,2,2,20140514,5,9,1,3,,2,,2,1,2,28,5,1,6,,4,4,2,3,2,1806,
4408,,,,2,2,2,2,2,2,2,2,2,2,2,20140513,5,7,2,3,,3,1,3,1,2,12,5,1,6,4,2,1,1,2,3,24164,
4409,,,,2,2,2,2,2,2,2,2,2,2,2,20140416,4,6,2,4,,,,4,1,2,13,5,,7,4,3,5,1,2,3,14102,
4410,,,,1,2,2,2,1,2,2,2,2,2,2,20140513,5,3,2,1,2,2,,4,1,2,32,5,1,,4,1,1,1,5,1,2658,
4411,,,,2,2,2,2,2,2,2,2,2,2,2,20140421,4,9,1,4,,,,1,1,0,28,5,,2,1,4,1,3,4,3,2709,
4412,,,,1,2,2,1,2,2,2,2,1,2,2,20140513,5,6,2,2,1,2,,3,1,2,9,5,1,4,2,4,3,2,3,3,50458,
4413,,,,2,2,2,2,2,2,2,2,2,2,2,20140514,5,9,2,3,,2,,2,1,1,34,5,1,4,1,2,2,1,2,3,2450,
4414,,,,1,2,1,2,2,2,2,2,2,2,2,20140514,5,10,2,3,,2,,2,1,1,34,5,1,2,1,3,4,2,3,3,2450,
4415,,,,2,2,2,2,2,2,2,2,2,2,2,20140513,5,8,2,3,,1,,1,1,0,18,5,1,4,2,,3,,,3,12167,
4416,,,,1,2,1,2,1,2,2,2,2,2,2,20140513,5,5,2,3,,2,1,2,1,2,17,5,1,7,3,3,3,1,2,3,6745,
4417,,,,1,2,2,2,2,2,2,2,2,2,2,20140514,5,3,1,1,2,2,,4,1,2,3,5,1,,4,1,1,1,5,1,5622,
4418,,,,2,2,2,2,2,2,2,2,2,2,2,20140506,5,10,2,3,,1,,1,1,0,16,5,,1,1,4,2,3,4,3,6086,
4419,,,,1,2,2,2,1,1,2,2,2,2,2,20140608,6,2,1,1,2,2,2,4,1,3,34,5,1,,3,1,1,1,5,1,1526,
4420,,,,1,2,2,2,1,2,2,2,2,2,2,20140607,6,2,2,1,1,3,1,4,1,2,34,5,1,,4,1,,,,1,2269,
4421,,,,2,2,2,2,2,2,2,2,2,2,2,20140525,5,1,2,1,2,2,2,4,1,2,25,5,1,,1,1,1,1,5,1,4770,
4422,,,,2,2,2,2,2,2,2,2,2,2,2,20140514,5,9,2,3,,2,2,2,1,1,2,5,1,2,2,2,1,2,3,3,2476,
4423,,,,2,2,2,2,2,2,2,2,2,2,2,20140514,5,10,1,3,,1,,1,1,1,6,5,1,2,1,4,4,2,3,3,3377,
4424,,,,1,2,2,2,1,2,2,2,2,2,2,20140513,5,8,1,3,,3,1,3,1,3,2,5,1,2,4,5,4,2,3,3,9665,
4425,,,,2,2,2,2,2,2,2,2,2,2,2,20140417,4,9,2,4,,,,5,1,3,9,5,,5,4,3,2,2,3,3,6430,
4426,,,,1,2,2,2,1,2,2,2,2,2,2,20140531,5,4,2,2,1,3,1,4,1,3,25,5,1,,4,2,4,1,2,3,4542,
4427,,,,2,2,2,1,1,2,2,2,2,2,2,20140412,4,8,1,4,,,,2,1,2,9,5,,5,4,4,5,1,2,3,8019,
4428,,,,1,2,2,2,2,2,2,2,2,2,2,20140524,5,1,1,1,3,2,,5,1,2,34,5,1,,4,1,1,4,5,1,2543,
4429,,,,2,2,2,2,2,2,2,2,2,2,2,20140513,5,9,2,3,,1,,1,2,0,32,5,1,2,1,,1,,,3,2335,
4430,,,,1,2,2,1,2,2,2,2,2,2,2,20140514,5,3,1,1,1,3,2,5,2,3,2,5,1,,,2,1,3,5,1,2861,
4431,,,,2,2,2,2,2,2,2,2,2,2,2,20140514,5,1,1,1,2,2,,4,1,2,6,5,1,,4,1,,,,1,3340,
4432,,,,1,1,2,2,2,2,2,2,2,2,2,20140513,5,9,2,3,,2,,2,1,2,28,5,1,4,,2,1,2,3,3,3737,
